SubjectID,Gender,ZSTEMImageDotPmean_V1,ZNONSTEMImageDotPmean_V1,ZDcorrect_AllProblems_V1,ZDwrong_AllProblems_V1,Zmathdevalue_V1,ZGRIT_V1,Zcoratmpt_V1,ZMoodComp_V1,ZSAQ1_V1,ZWrongFeedback_Arousal_emotion_SelectedModularity_Theta_A,ZWrongFeedback_Arousal_emotion_SelectedModularity_Beta_A,ZWrongFeedback_Arousal_emotion_SelectedModularity_Gamma_A,ZWrongFeedback_DPD_SelectedModularity_Theta,ZWrongFeedback_DPD_SelectedModularity_Beta,ZWrongFeedback_DPD_SelectedModularity_Gamma
78097,0,-.324304834090441,-.233159511636695,.685242636197091,1.3656013533039,.545974138122059,1.06537980060832,-.64633964162164,-.64828897279511,-.910605007611111, , , , , , 
472629,0,-.261018424801059,-.225607411313791,1.79804783797855,-.749291088424443,-.595026502093962,-2.28196358596854,-.315946150541951,-1.17247224802743,.769304230568004, , , , , , 
28530,0,-.409459845542647,-.22384525457178,2.83777268313072,1.89737294937879,.317774010078855,.693452757655333,-.20157917286052,2.32208292018803,-.910605007611111, , , , , , 
39396,0,-.100980018064035,-.104522069469891, , ,-.823226630137166,.507489236178841,-1.34016597288899,-1.17247224802743,-.910605007611111, , , , , , 
37762,0,.0544195942748148,-.0299268075707525,.786457817520353,.623057747895018,-.823226630137166,1.06537980060832,-.64633964162164,.400077577669527,-.0706503885215535, , , , , , 
99738,0,.228705726663375,.0707678634013054,-.0539702152765042,-.504961013217468,.774174266165263,.135562193225856,-.811536387161485,1.09898861131262,-.0706503885215535, , , , , , 
67788,0,.700868727906148,.245517780496725,-.252126191209949,2.11073615065021,-1.27962688622357,-.794255414156606,.179644086077583,-.124105697562792,.769304230568004, , , , , , 
45892,0,-.137427688335407,-.05858012583889,-.6274751099927,-1.3945032788105,.774174266165263,-.980218935633097,-1.80271686040055,.5748053360803,-.0706503885215535,-1.70408687635766,-2.25382579635981,-3.28798791411045,.154568611075094,.132118235671147,-.781958581804628
74632,0,-.089543359063927,-.124409266986873,.641456688249764,.164536607694963,1.00237439420847,.135562193225856,-.811536387161485,.225349819258754,-.910605007611111,-1.46049458209851,-.842834604122701,-.7173888792736,-1.05206255914557,.676373100409811,.662777858333051
68498,0,.094512031573324,-.0979769158567076,.798718141813518,.727628581599747,1.23057452225167,-.0504013282506363,-.0681510322321838,-.823016731205883,.769304230568004,-1.34073967982417,-1.17769906549753,-1.0030555226882,-.774873965852243,.312224707046217,-1.25689876233523
73140,0,-.433968498895214,-.255093084725044,-.123653496611724,-.992078319334783,1.23057452225167,-.980218935633097,-.0681510322321838,.400077577669527,-.910605007611111,-1.00230911818273,-.247218310303552,-.840258198861681, , , 
12625,0,-.360089819447788,-.159652401827093,-.498116461110386,1.24515262508131,.0895738820356503,-.794255414156606,-1.30712662378102,-.997744489616656,-.910605007611111,-.944241706382932,-1.05883855639802,-.253377155642333,-1.27284878330715,-2.00342278011255,-2.34353780239303
84339,0,-.526658879127864,-.259214257750715,-.0192289130381411,.166213990705004,-.823226630137166,.135562193225856,-.64633964162164,2.32208292018803,1.60925884965756,-.924743086097368,-1.20171144185836,-.114629708172378,-.550380890819127,-.226629750518869,-.200779536500094
11443,0,.230597585208253,.0402265200524418,-1.76490961524678,-.176411755260468,1.00237439420847,-.608291892680113,1.66641479593618,1.27371636972339,-1.75055962670067,-.752075460746028,-.0369164526238666,-.0651803477795199, , , 
